Title,store,description,"sale commission","click url",destination,"link id","link type","coupon code","promotion type","promotion start date","promotion end date"
"Heartworm Awareness Month","Canada Pet Care","Buy More, Save More on Heartworm Preventatives + Get Extra 15% Off with Free Shipping.  Earn Reward Points. Use Code: HWSALE15. Order Now!",10.00%,https://www.tkqlhce.com/click-100179843-14499235-1617607093000,https://www.canadapetcare.com/dogs-heartwormers-treatment-108.aspx?utm_source=cj&utm_campaign=heartwormonth&coupon_no=HWSALE15,14499235,Banner,HWSALE15,Coupon,"2021-04-05 02:09:00","2021-04-29 11:30:00"
"Pet Lover's Offer!","Canada Pet Care","Pet Lover's Offer! This Valentine's brings Extra 12% Discount & Free Shipping on all Pet Supplements. Use Code: LOVEDAY",10.00%,https://www.dpbolvw.net/click-100179843-14455446-1612787703000,https://www.canadapetcare.com/seresto-dog-collar-for-dogs/flea-and-tick-control-treatment-285.aspx?utm_source=ls&utm_campaign=valentine2021&coupon_no=LOVEDAY,14455446,Banner,LOVEDAY,Coupon,"2021-02-08 04:34:00","2022-03-30 11:30:00"
"It's a time to give thanks!","Canada Pet Care","Extra 20% off + Earn Reward Points & free shipping.  Use Coupon: THNKS20",10.00%,https://www.anrdoezrs.net/click-100179843-14376072-1605160801000,https://www.canadapetcare.com/heartgard-plus-for-dogs/heartwormers-treatment-34.aspx?utm_source=cj&utm_camapign=thanksgiving2020&coupon_no=THNKS20,14376072,"Text Link",THNKS20,Coupon,"2020-11-18 10:30:00","2021-06-29 11:30:00"
"Simparica Trio: First All-in-One Protection","Canada Pet Care","The Trio Zone: It's Heart of Protection! Buy Simparica Trio at 12% Extra Discount + Free Shipping. Use Coupon: SPTRIO12",10.00%,https://www.tkqlhce.com/click-100179843-14066043-1591274159000,https://www.canadapetcare.com/simparica-trio-for-dogs/flea-and-tick-control-treatment-492.aspx?utm_source=cjbanner&utm_medium=webanner&utm_campaign=SimparicaTrio&Coupon_no=SPTRIO12,14066043,Banner,SPTRIO12,Coupon,"2020-06-04 05:34:00","2021-12-30 10:30:00"
" National Cat Health Month","Canada Pet Care","Care your Cat this national cat health month with extra 12% discount + Free Shipping Use Code:-NCHM12
",10.00%,https://www.kqzyfj.com/click-100179843-13962595-1580730950000,https://www.canadapetcare.com/cat-supplies-2.aspx/?utm_source=cjbanner&utm_campaign=cathealth&coupon_no=NCHM12,13962595,Banner,NCHM12,Coupon,"2020-02-03 03:48:00","2021-12-30 10:30:00"
"National Pet Dental Health Month","Canada Pet Care","Hurry, Dental Health Month is here! Grab Exclusive Discount's + Free Shipping @ CanadaPetCare.com! Use Code: TOOTH12
",10.00%,https://www.anrdoezrs.net/click-100179843-13962560-1580729683000,https://www.canadapetcare.com/?utm_source=cjtext&utm_campaign=dentalmonth&coupon_no=TOOTH12,13962560,"Text Link",TOOTH12,Coupon,"2020-02-03 03:34:00","2021-12-30 10:30:00"
"Easter Sale","Canada Pet Care","Don't Miss Out On These Eggs-traordinary Offers! Savings On Pet Supplies with 12% Extra OFF + Free Shipping. Use Coupon: EASTER12
",10.00%,https://www.jdoqocy.com/click-100179843-14014628-1585555580000,https://www.canadapetcare.com/?utm_source=cjtext&utm_campaign=EasterSale&coupon_no=EASTER12,14014628,"Text Link",EASTER12,Coupon,"2020-03-30 01:05:00","2021-12-30 10:30:00"
"Summer Sale","Canada Pet Care","This Summer, Stock Up Flea & Tick Preventives at 12% Extra Discount + Free Shipping on All Orders. Use Code: PRESUM12 to avail this offer.
",10.00%,https://www.jdoqocy.com/click-100179843-14010056-1585030860000,https://www.canadapetcare.com/?utm_source=cj_banner&utm_campaign=SummerSale&coupon_no=PRESUM12,14010056,Banner,presum12,Coupon,"2020-03-23 23:20:00","2021-12-30 10:30:00"
"St. Patrick's Day Sale","Canada Pet Care","<link>St. Patrick's Day</link> St. Patrick Day Sale! Get 12% Extra Discount & Free Shipping on all your Pet Supplies! Use Coupon: PATRICK12
",10.00%,https://www.jdoqocy.com/click-100179843-14004451-1584443661000,https://www.canadapetcare.com/?utm_source=CJBanner&utm_campaign=St-Patricks-Day&coupon_no=PATRICK12,14004451,Banner,PATRICK12,Coupon,"2020-03-17 04:13:00","2021-12-30 10:30:00"
"St. Patrick's Day Sale","Canada Pet Care","It's Time to Get Your Green On Savings! Instant 12% Extra Off & Free Shipping Use Coupon Code: PATRICK12
",10.00%,https://www.kqzyfj.com/click-100179843-14000735-1583993659000,https://www.canadapetcare.com?utm_source=cjtext&utm_campaign=StPatricksDay&coupon_no=PATRICK12,14000735,"Text Link",PATRICK12,Coupon,"2020-03-12 02:13:00","2021-12-30 10:30:00"
" National Cat Health Month","Canada Pet Care","Care your Cat this national cat health month with extra 12% discount + Free Shipping Use Code:-NCHM12
",10.00%,https://www.dpbolvw.net/click-100179843-13962592-1580730912000,https://www.canadapetcare.com/cat-supplies-2.aspx/?utm_source=cjbanner&utm_campaign=cathealth&coupon_no=NCHM12,13962592,Banner,NCHM12,Coupon,"2020-02-03 03:47:00","2021-12-30 10:30:00"
"Heartworm Awareness Month Special Discount","Canada Pet Care","Save 15% With Our Heartworm Awareness Month Special Discount. Heartgard Plus, Simparica Trio & More. Use Coupon: HWSALE15 + Free Shipping. Order Now.",10.00%,https://www.tkqlhce.com/click-100179843-14499221-1617606000000,https://www.canadapetcare.com/heartgard-plus-for-dogs/heartwormers-treatment-34.aspx?utm_source=cj&utm_campaign=heartwormonth&coupon_no=HWSALE15,14499221,Banner,HWSALE15,Coupon,"2021-04-05 01:59:00","2021-04-29 11:30:00"
"Spring into Savings","Canada Pet Care","Spring into Savings - Up To 70% OFF + Earn Reward Points & Free Shipping on Everything. Use coupon Code: SPCPC12",10.00%,https://www.jdoqocy.com/click-100179843-14465411-1613737424000,https://www.canadapetcare.com/nexgard-for-dogs/flea-and-tick-control-treatment-279.aspx?utm_source=cj&utm_camapign=spring2021&coupon_no=SPCPC12,14465411,Banner,SPCPC12,Coupon,"2021-02-19 04:23:00","2022-04-18 11:30:00"
"Spoil Your Loved One This Valentine's","Canada Pet Care","❤️ Spoil Your Loved One This Valentine's ❤️Use Code: LOVEDAY & Get 12%  Extra Off + Free Shipping on all your beloved Pet Products",10.00%,https://www.jdoqocy.com/click-100179843-14455450-1612787811000,https://www.canadapetcare.com/?utm_source=ls&utm_campaign=valentine2021&coupon_no=LOVEDAY,14455450,"Text Link",LOVEDAY,Coupon,"2021-02-08 04:36:00","2022-03-30 11:30:00"
"Stay Well This Winter 🐶💙","Canada Pet Care","Stay Well This Winter 🐶💙 Grab instant 12% off on all pet products with free shipping. Use Coupon Code: CNCLD12",10.00%,https://www.tkqlhce.com/click-100179843-14443196-1611571155000,https://www.canadapetcare.com/seresto-dog-collar-for-dogs/flea-and-tick-control-treatment-285.aspx?utm_source=cj&utm_campaign=winter2021&coupon_no=CNCLD12,14443196,Banner,CNCLD12,Coupon,"2021-01-25 02:11:00","2022-04-29 11:30:00"
"Stay Well This Winter 🐶💙","Canada Pet Care","Stay Well This Winter 🐶💙 Grab instant 12% off on all pet products with free shipping. Use Coupon Code: CNCLD12",10.00%,https://www.anrdoezrs.net/click-100179843-14443132-1611571219000,https://www.canadapetcare.com/bravecto-for-dogs/flea-and-tick-control-treatment-278.aspx?utm_source=cj&utm_campaign=winter2021&coupon_no=CNCLD12,14443132,Banner,CNCLD12,Coupon,"2021-01-25 00:26:00","2022-04-29 11:30:00"
"Welcome to Winter Savings","Canada Pet Care","🎄 Welcome to Winter Savings 🔥 Hot Deals this Winter ! Enjoy 12% off + Reward Points, Get Free Shipping on Everything. Use coupon Code: CNCLD12",10.00%,https://www.kqzyfj.com/click-100179843-14443203-1611571125000,https://www.canadapetcare.com/comfortis-for-dogs/flea-and-tick-control-treatment-73.aspx?utm_source=cj&utm_campaign=winter2021&coupon_no=CNCLD12,14443203,"Text Link",CNCLD12,Coupon,"2021-01-25 02:15:00","2022-04-29 11:30:00"
"Thanksgiving Sale Starts Now","Canada Pet Care","Take an Extra 20% Off + Earn Reward Points & free shipping. Use Coupon: THNKS20",10.00%,https://www.anrdoezrs.net/click-100179843-14376071-1605159732000,https://www.canadapetcare.com/bravecto-for-dogs/flea-and-tick-control-treatment-278.aspx?utm_source=cj&utm_camapign=thanksgiving2020&coupon_no=THNKS20,14376071,"Text Link",THNKS20,Coupon,"2020-11-18 10:30:00","2021-06-29 11:30:00"
"We're EXTRA thankful today","Canada Pet Care","We're EXTRA thankful today: Extra 20% off + Earn Reward Points & free shipping. Use Coupon: THNKS20",10.00%,https://www.jdoqocy.com/click-100179843-14376067-1605159280000,https://www.canadapetcare.com/nexgard-for-dogs/flea-and-tick-control-treatment-279.aspx?utm_source=cj&utm_camapign=thanksgiving2020&coupon_no=THNKS20,14376067,Banner,THNKS20,Coupon,"2020-11-22 10:30:00","2021-06-29 11:30:00"
"Halloween sale","Canada Pet Care","Halloween is Near and the Deals are HERE! Get FLAT 15% Off on All Pet Products & Free Shipping, Earn Reward Points.  Use coupon Code: CPCHD15.",10.00%,https://www.dpbolvw.net/click-100179843-14354076-1603276200000,https://www.canadapetcare.com/comfortis-for-dogs/flea-and-tick-control-treatment-73.aspx?utm_source=cj&utm_campaign=HalloweenSale2020&Coupon_no=CPCHD15,14354076,Banner,CPCHD15,Coupon,"2020-10-21 05:26:00","2021-11-29 10:30:00"
"Simparica Trio: Designed for Defense","Canada Pet Care","Simparica Trio is the Only product to protect against heartworm disease, ticks and fleas, and intestinal worms. Buy Now at 12% Extra Off with Coupon: SPTRIO12",10.00%,https://www.jdoqocy.com/click-100179843-14066058-1591274592000,https://www.canadapetcare.com/simparica-trio-for-dogs/flea-and-tick-control-treatment-492.aspx?utm_source=cjbanner&utm_medium=webanner&utm_campaign=SimparicaTrio&Coupon_no=SPTRIO12,14066058,Banner,SPTRIO12,Coupon,"2020-06-04 05:42:00","2021-12-30 10:30:00"
"Spring Savings Reserved for You","Canada Pet Care","Spring Savings Reserved for You! Use Code: SPCPC12 & Get 12%  Extra Off + Free Shipping on all your beloved Pet Products. ",10.00%,https://www.tkqlhce.com/click-100179843-14465413-1613737800000,https://www.canadapetcare.com/?utm_source=cj&utm_camapign=spring2021&coupon_no=SPCPC12,14465413,Banner,SPCPC12,Coupon,"2021-02-19 05:26:00","2022-04-29 11:30:00"
"Spring Deals","Canada Pet Care","🌼🐶 Spring Deals - 12% off this weekend! ! Cheapest Pet Supplies + Earn Reward Points, Get Free Shipping on Everything. Use coupon Code: SPCPC12",10.00%,https://www.tkqlhce.com/click-100179843-14465400-1613737800000,https://www.canadapetcare.com/heartgard-plus-for-dogs/heartwormers-treatment-34.aspx?utm_source=cj&utm_camapign=spring2021&coupon_no=SPCPC12,14465400,Banner,SPCPC12,Coupon,"2021-02-19 06:16:00","2022-04-29 11:30:00"
"Valentine's Bring Love for Pets as well","Canada Pet Care","Valentine's Bring Love for Pets as well. Use Code: LOVEDAY & Get 12%  Extra Off + Free Shipping on all your beloved Pet Products",10.00%,https://www.tkqlhce.com/click-100179843-14455443-1612787554000,https://www.canadapetcare.com/revolution-for-cats/flea-and-tick-control-treatment-56.aspx?utm_source=ls&utm_campaign=valentine2021&coupon_no=LOVEDAY,14455443,Banner,LOVEDAY,Coupon,"2021-02-08 05:32:00","2022-03-30 11:30:00"
"Melt the snow with up to 50% off","Canada Pet Care","Melt the snow with up to 50% off + Earn Reward Points & Free Shipping. Use coupon Code: CNCLD12",10.00%,https://www.anrdoezrs.net/click-100179843-14443134-1611571184000,https://www.canadapetcare.com/nexgard-for-dogs/flea-and-tick-control-treatment-279.aspx?utm_source=cj&utm_campaign=winter2021&coupon_no=CNCLD12,14443134,Banner,CNCLD12,Coupon,"2021-01-25 00:30:00","2022-04-29 11:30:00"
"Melt the snow with up to 50% off","Canada Pet Care","Melt the snow with up to 50% off + Earn Reward Points & Free Shipping. Use coupon Code: CNCLD12",10.00%,https://www.jdoqocy.com/click-100179843-14443129-1611571263000,https://www.canadapetcare.com/heartgard-plus-for-dogs/heartwormers-treatment-34.aspx?utm_source=cj&utm_campaign=winter2021&coupon_no=CNCLD12,14443129,Banner,CNCLD12,Coupon,"2021-01-25 00:22:00","2022-04-29 11:30:00"
"Gear Up for Thanksgiving","Canada Pet Care","Gear Up for Thanksgiving—Free Shipping + 20% Off Everything Inside, Earn Reward Points. Use Coupon: THNKS20",10.00%,https://www.jdoqocy.com/click-100179843-14376070-1605159416000,https://www.canadapetcare.com/bravecto-for-dogs/flea-and-tick-control-treatment-278.aspx?utm_source=cj&utm_camapign=thanksgiving2020&coupon_no=THNKS20,14376070,Banner,THNKS20,Coupon,"2020-11-21 10:30:00","2021-06-29 11:30:00"
"Free Shipping – Just for BOO!","Canada Pet Care","Free Shipping – Just for BOO! ✓Extra 15% OFF ✓Earn Reward Points.  Use coupon Code: CPCHD15 ",10.00%,https://www.tkqlhce.com/click-100179843-14356423-1605158740000,https://www.canadapetcare.com/revolution-plus-for-cats/flea-and-tick-control-treatment-442.aspx?utm_source=cj&utm_camapign=halloween2020&coupon_no=CPCHD15,14356423,Banner,CPCHD15,Coupon,"2020-10-23 04:20:00","2021-11-29 10:30:00"
"Spooky Savings – Up to 60% off","Canada Pet Care","Spooky Savings – Up to 60% off on all Pet Products + Reward Points & Free Shipping! Use coupon Code: CPCHD15",10.00%,https://www.anrdoezrs.net/click-100179843-14356513-1605158670000,https://www.canadapetcare.com/nexgard-for-dogs/flea-and-tick-control-treatment-279.aspx?utm_source=cj&utm_camapign=halloween2020&coupon_no=CPCHD15,14356513,"Text Link",CPCHD15,Coupon,"2020-10-23 04:22:00","2021-11-29 10:30:00"
"Free Shipping – Just for BOO!","Canada Pet Care","Free Shipping – Just for BOO! ✓Extra 15% OFF ✓Earn Reward Points.  Use coupon Code: CPCHD15",10.00%,https://www.dpbolvw.net/click-100179843-14354079-1603276323000,https://www.canadapetcare.com/revolution-for-dogs/heartwormers-treatment-12.aspx?utm_source=cj&utm_campaign=HalloweenSale2020&Coupon_no=CPCHD15,14354079,Banner,CPCHD15,Coupon,"2020-10-21 04:29:00","2021-11-29 10:30:00"
"Holiday Savings","Canada Pet Care","Holiday Savings to Renew You! Take 15% Off & Free Shipping , Use code HDAYS15 at check out to avail this offer.",10.00%,https://www.dpbolvw.net/click-100179843-14353954-1603265400000,https://www.canadapetcare.com/comfortis-for-dogs/flea-and-tick-control-treatment-73.aspx?utm_source=cj&utm_campaign=HolidaySale2020&Coupon_no=HDAYS15,14353954,Banner,HDAYS15,Coupon,"2020-10-21 02:24:00","2021-12-30 10:30:00"
"Holiday Savings","Canada Pet Care","Holiday Savings to Renew You! Take 15% Off & Free Shipping , Use code HDAYS15 at check out to avail this offer.",10.00%,https://www.jdoqocy.com/click-100179843-14353949-1603264218000,https://www.canadapetcare.com/bravecto-for-dogs/flea-and-tick-control-treatment-278.aspx?utm_source=cj&utm_campaign=HolidaySale2020&Coupon_no=HDAYS15,14353949,Banner,HDAYS15,Coupon,"2020-10-21 03:09:00","2021-12-30 10:30:00"
"Trio Zone: It's Heart of Protection","Canada Pet Care","Simparica Trio: Designed for Defence! Buy Today at 12% Extra Off + Free Shipping. Apply Coupon: SPTRIO12",10.00%,https://www.dpbolvw.net/click-100179843-14066045-1591274287000,https://www.canadapetcare.com/simparica-trio-for-dogs/flea-and-tick-control-treatment-492.aspx?utm_source=cjbanner&utm_medium=webanner&utm_campaign=SimparicaTrio&Coupon_no=SPTRIO12,14066045,Banner,SPTRIO12,Coupon,"2020-06-04 05:36:00","2021-12-30 10:30:00"
"Summer Sale","Canada Pet Care","This Summer, Stock Up Flea & Tick Preventives at 12% Extra Discount + Free Shipping on All Orders. Use Code: PRESUM12 to avail this offer.
",10.00%,https://www.anrdoezrs.net/click-100179843-14010058-1585031117000,https://www.canadapetcare.com/?utm_source=cj_banner&utm_campaign=SummerSale&coupon_no=PRESUM12,14010058,Banner,PRESUM12,Coupon,"2020-03-23 23:24:00","2021-12-30 10:30:00"
"St. Patrick's Day Sale","Canada Pet Care","<link>St. Patrick's Day</link>You are in luck as your Pet Supplies have become cheaper. Use Code: PATRICK12 & Get 12% Extra OFF & Free Shipping!
",10.00%,https://www.tkqlhce.com/click-100179843-14004448-1584443537000,https://www.canadapetcare.com/?utm_source=CJBanner&utm_campaign=St-Patricks-Day&coupon_no=PATRICK12,14004448,Banner,PATRICK12,Coupon,"2020-03-17 04:11:00","2021-12-30 10:30:00"
"Valentine's Day Offer","Canada Pet Care","Three Magic Words: Valentine's Steal Deals! Use Code: LOVEDAY & Get Extra 12% Off + Free Shipping on all Pet Products!
",10.00%,https://www.kqzyfj.com/click-100179843-13968756-1581155429000,https://www.canadapetcare.com/?utm_source=Cjtext&utm_campaign=Valentine's&coupon_no=LOVEDAY,13968756,"Text Link",LOVEDAY,Coupon,"2020-02-08 01:50:00","2021-12-30 10:30:00"
"Simparica Trio - Complete Coverage & Simplifies Protection","Canada Pet Care","Get your furry pal complete coverage & 100% satisfaction guaranteed with Simparica TRIO! Get 12% Extra Discount & Free Shipping. Use Code: SPTRIO12",10.00%,https://www.kqzyfj.com/click-100179843-14066059-1591274749000,https://www.canadapetcare.com/simparica-trio-for-dogs/flea-and-tick-control-treatment-492.aspx?utm_source=cjbanner&utm_medium=webanner&utm_campaign=SimparicaTrio&Coupon_no=SPTRIO12,14066059,Banner,SPTRIO12,Coupon,"2020-06-04 05:44:00","2021-12-30 10:30:00"
"Summer Sale","Canada Pet Care","Massive Summer Discount! 12% Extra OFF, The Biggest Discount for this Summer Season! Use Code: PRESUM12
",10.00%,https://www.kqzyfj.com/click-100179843-14010053-1585030295000,https://www.canadapetcare.com/?utm_source=cj_banner&utm_campaign=SummerSale&coupon_no=PRESUM12,14010053,Banner,presum12,Coupon,"2020-03-23 23:09:00","2021-12-23 10:30:00"
"Summer Sale","Canada Pet Care","This Summer, Stock Up Flea & Tick Preventives at 12% Extra Discount + Free Shipping on All Orders. Use Code: PRESUM12 to avail this offer.
",10.00%,https://www.anrdoezrs.net/click-100179843-14010054-1585030481000,https://www.canadapetcare.com/?utm_source=cj_banner&utm_campaign=SummerSale&coupon_no=PRESUM12,14010054,Banner,presum12,Coupon,"2020-03-23 23:14:00","2021-12-23 10:30:00"
"Summer Sale","Canada Pet Care","Massive Summer Discount! 12% Extra OFF, The Biggest Discount for this Summer Season! Use Code: PRESUM12
",10.00%,https://www.kqzyfj.com/click-100179843-14010057-1585030992000,https://www.canadapetcare.com/?utm_source=cj_banner&utm_campaign=SummerSale&coupon_no=PRESUM12,14010057,Banner,PRESUM12,Coupon,"2020-03-23 23:22:00","2021-12-30 10:30:00"
"Cyber Monday Sale 2020","Best Vet Care","Get 12% Instant Discount on Every order. SHOP NOW! Use code: CYBVC12",10.00%,https://www.anrdoezrs.net/click-100179843-14395991-1606217700000,https://www.bestvetcare.com/nexgard-for-dogs/flea-and-tick-treatment-279.aspx?utm_source=cjtext&utm_campaign=cybermonday&coupon_no=CYBVC12,14395991,"Text Link",CYBVC12,Coupon,"2020-11-24 03:40:00","2021-11-24 03:40:00"
"Cyber Monday Sale 2020","Best Vet Care","Grab Pet Supplies at 12% Off + Free Shipping*. SHOP TODAY! Use Code: CYBVC12",10.00%,https://www.jdoqocy.com/click-100179843-14396000-1606218000000,https://www.bestvetcare.com/?utm_source=cjtext&utm_campaign=cybermonday&coupon_no=CYBVC12,14396000,"Text Link",CYBVC12,Coupon,"2020-11-24 03:45:00","2021-11-24 03:45:00"
"Black Friday Sale","Best Vet Care","Celebrate This Black Friday Sale With Best Combo Deals + Free Doses. Get 12% Instant Discount on every order. Use code- BLACK12",10.00%,https://www.kqzyfj.com/click-100179843-14388801-1605877204000,https://www.bestvetcare.com/heartgard-plus-for-dogs/heartwormers-treatment-34.aspx?utm_source=cjbanner&utm_campaign=blackfriday&coupon_no=BLACK12,14388801,Banner,BLACK12,Coupon,"2020-11-20 05:05:00","2021-11-20 05:05:00"
